ItemCertificado,Parcela,MovimentoId,TipoMovimento,EventoId,Identificador
600012424873200549,18,7E3B0000-BD3C-6045-8D74-08DBE21A4A29,Reemissao,7E3B0000-BD3C-6045-8CAE-08DBE21A4A1F,41C80000-3A89-000D-32D8-08DBC5432E5E
600012424493200576,19,7E3B0000-BD3C-6045-3884-08DBE21A4D2A,Baixa,7E3B0000-BD3C-6045-F5E2-08DBE21A4D13,6C400000-BD3C-6045-CD8B-08DBCFE32913
600012424493200576,19,7E3B0000-BD3C-6045-412B-08DBE21A4D2A,CancelamentoParcela,7E3B0000-BD3C-6045-F5E2-08DBE21A4D13,6C400000-BD3C-6045-CD8B-08DBCFE32913
600012424493200576,19,7E3B0000-BD3C-6045-4152-08DBE21A4D2A,Reemissao,7E3B0000-BD3C-6045-F5E2-08DBE21A4D13,6C400000-BD3C-6045-CD8B-08DBCFE32913
600012424493200548,19,7E3B0000-BD3C-6045-24CF-08DBE21A4D2C,Baixa,7E3B0000-BD3C-6045-F5E2-08DBE21A4D13,6C400000-BD3C-6045-CD8B-08DBCFE32913
600012424493200548,19,7E3B0000-BD3C-6045-262F-08DBE21A4D2C,CancelamentoParcela,7E3B0000-BD3C-6045-F5E2-08DBE21A4D13,6C400000-BD3C-6045-CD8B-08DBCFE32913
600012424493200548,19,7E3B0000-BD3C-6045-2642-08DBE21A4D2C,Reemissao,7E3B0000-BD3C-6045-F5E2-08DBE21A4D13,6C400000-BD3C-6045-CD8B-08DBCFE32913
600001629431201133,19,7E3B0000-BD3C-6045-93BA-08DBE21A4E72,Baixa,7E3B0000-BD3C-6045-CCA4-08DBE21A4E62,20120100-BD3C-6045-014F-08DBD043E34D
600012426896200577,19,7E3B0000-BD3C-6045-23F2-08DBE21A4E78,Baixa,7E3B0000-BD3C-6045-614A-08DBE21A4E71,6C400000-BD3C-6045-A61A-08DBCFE24CD6
600012426896200577,19,7E3B0000-BD3C-6045-2563-08DBE21A4E78,CancelamentoParcela,7E3B0000-BD3C-6045-614A-08DBE21A4E71,6C400000-BD3C-6045-A61A-08DBCFE24CD6
600012426896200577,19,7E3B0000-BD3C-6045-2577-08DBE21A4E78,Reemissao,7E3B0000-BD3C-6045-614A-08DBE21A4E71,6C400000-BD3C-6045-A61A-08DBCFE24CD6
600012426896200549,19,7E3B0000-BD3C-6045-689D-08DBE21A4E7A,Baixa,7E3B0000-BD3C-6045-614A-08DBE21A4E71,6C400000-BD3C-6045-A61A-08DBCFE24CD6
600012426896200549,19,7E3B0000-BD3C-6045-6A02-08DBE21A4E7A,CancelamentoParcela,7E3B0000-BD3C-6045-614A-08DBE21A4E71,6C400000-BD3C-6045-A61A-08DBCFE24CD6
600012426896200549,19,7E3B0000-BD3C-6045-6A25-08DBE21A4E7A,Reemissao,7E3B0000-BD3C-6045-614A-08DBE21A4E71,6C400000-BD3C-6045-A61A-08DBCFE24CD6
600019804309200458,3,559B0000-4836-0022-521B-08DBE21A61F7,Baixa,559B0000-4836-0022-4F73-08DBE21A61E0,41C80000-3A89-000D-F2A4-08DBC47A3FCE
600019804309200442,3,559B0000-4836-0022-8DB9-08DBE21A6203,Baixa,559B0000-4836-0022-4F73-08DBE21A61E0,41C80000-3A89-000D-F2A4-08DBC47A3FCE
600013020033200550,18,559B0000-4836-0022-AE5F-08DBE21A62EE,Baixa,559B0000-4836-0022-4288-08DBE21A62DD,41C80000-3A89-000D-7F36-08DBC609CD68
600013020033200550,18,559B0000-4836-0022-B050-08DBE21A62EE,CancelamentoParcela,559B0000-4836-0022-4288-08DBE21A62DD,41C80000-3A89-000D-7F36-08DBC609CD68
